+0.01596177-0.00000000i, +0.00075936+0.00099217i, +0.00060060+0.00160998i, -0.00037753-0.00187762i, +0.00410748+0.00253892i, +0.00257413+0.00123107i, -0.00182918-0.00106922i, -0.00295084-0.00008055i, +0.00079181-0.00013364i, -0.00256773-0.00125948i, -0.00093016+0.00095648i, -0.00265023+0.00326910i, +0.00128424-0.00113207i, +0.00103679-0.00251014i, -0.00000432+0.00010498i, +0.00015427-0.00331259i, -0.00188158-0.00234639i, -0.00242454-0.00234479i, +0.00428326-0.00158135i, +0.00131795+0.00086987i, -0.00039862-0.00190737i, -0.00311364+0.00262395i, +0.00147439-0.00004376i, -0.00197021+0.00195898i, -0.00029791-0.00118657i, -0.00100428+0.00122073i, -0.00198126-0.00106656i, -0.00160187+0.00039068i, +0.00134931+0.00251904i, -0.00320027+0.00125756i, -0.00138069-0.00145871i, +0.00100501-0.00244176i, +0.00170909-0.00280017i, -0.00194487-0.00156907i, +0.00314096-0.00187207i, +0.00144691+0.00147749i, -0.00065633-0.00159037i, -0.00035392+0.00232140i, -0.00073469-0.00107188i, -0.00312684+0.00097999i, +0.00249759+0.00003671i, +0.00073407-0.00097211i, +0.00219292+0.00200734i, -0.00162847+0.00212950i, -0.00189726-0.00397466i, +0.00339832-0.00299613i, +0.00096558+0.00119864i, -0.00215317+0.00055730i, -0.00220737-0.00624266i, -0.00180440-0.00104336i, +0.00230437-0.00113351i, -0.00202188+0.00218671i, +0.00055772-0.00423195i, -0.00015632-0.00366561i, +0.00057268+0.00211349i, +0.00199189+0.00011000i, -0.00032452+0.00063512i, -0.00247773-0.00309969i, -0.00217790-0.00040049i, -0.00050031-0.00100601i, -0.00066914+0.00125075i, +0.00232230+0.00033097i, +0.00120333+0.00128966i, +0.00175204-0.00054641i
-0.00312684-0.00097999i, +0.00056100-0.00181184i, +0.00095748-0.00268297i, -0.00077975+0.00134308i, -0.00157421-0.00411237i, +0.00059305-0.00307702i, +0.00085113+0.00284862i, +0.00422874+0.00221439i, -0.00055645-0.00148815i, +0.00243014+0.00302876i, +0.00184612+0.00013569i, +0.00425462-0.00190931i, -0.00057303+0.00079868i, -0.00135902+0.00109119i, -0.00068710-0.00055035i, -0.00147142+0.00345406i, +0.00022205+0.00315596i, +0.00170459+0.00420918i, -0.00473604-0.00075596i, +0.00020973-0.00127818i, -0.00084983+0.00330178i, +0.00423346-0.00036147i, -0.00174752-0.00119181i, +0.00523698-0.00017197i, -0.00117471+0.00045503i, +0.00212299-0.00068975i, +0.00123311+0.00186428i, +0.00103017-0.00057843i, -0.00011491-0.00318064i, +0.00319860+0.00087160i, +0.00108524+0.00183428i, -0.00207253+0.00220279i, -0.00199983+0.00146897i, +0.00142435+0.00400189i, -0.00522447-0.00013829i, -0.00008906-0.00245878i, -0.00068175+0.00324371i, +0.00211191-0.00251304i, +0.00086140+0.00111918i, +0.01667759+0.00000000i, -0.00262209-0.00195988i, -0.00053017+0.00134256i, -0.00098256-0.00299180i, +0.00380369-0.00255070i, +0.00030831+0.00509603i, -0.00552120+0.00202194i, -0.00021646-0.00311115i, +0.00231534-0.00054188i, -0.00180269+0.00452263i, +0.00043962+0.00004458i, -0.00317422-0.00024442i, +0.00321946-0.00078942i, -0.00331274+0.00242803i, -0.00245766+0.00494801i, +0.00154679-0.00198015i, -0.00121469-0.00089128i, +0.00127887-0.00135543i, +0.00123411+0.00424954i, +0.00185408+0.00183386i, -0.00058709+0.00228192i, +0.00113562-0.00196035i, -0.00361984-0.00194424i, -0.00065051-0.00234548i, -0.00171642-0.00067619i
+0.00249759-0.00003671i, +0.00020762+0.00173143i, +0.00018010+0.00198766i, +0.00021435-0.00101364i, +0.00357826+0.00341211i, +0.00022472+0.00267880i, -0.00060739-0.00154329i, -0.00304683-0.00044419i, +0.00274533+0.00162178i, -0.00321240-0.00155985i, -0.00122529+0.00053619i, -0.00202691+0.00183004i, +0.00053364-0.00064056i, +0.00015927-0.00151369i, +0.00058476-0.00000295i, +0.00078522-0.00271095i, -0.00028439-0.00356186i, -0.00217961-0.00264750i, +0.00344763-0.00051042i, +0.00046301+0.00098316i, -0.00227404-0.00148409i, -0.00302149+0.00149502i, +0.00140792+0.00012273i, -0.00178530+0.00119538i, -0.00159849-0.00151099i, -0.00143674+0.00080832i, -0.00200743-0.00143748i, -0.00104709-0.00103209i, +0.00122651+0.00299631i, -0.00310488+0.00005080i, -0.00128263-0.00114239i, +0.00201734-0.00302584i, +0.00223602-0.00154172i, -0.00117136-0.00156642i, +0.00406678-0.00180883i, +0.00056150+0.00341566i, -0.00100153-0.00164261i, +0.00024548+0.00287510i, -0.00022422-0.00182122i, -0.00262209+0.00195988i, +0.01704313+0.00000000i, +0.00110720-0.00052328i, +0.00279490+0.00316251i, -0.00294168+0.00324187i, -0.00223849-0.00411754i, +0.00332924-0.00314695i, +0.00098189+0.00197124i, -0.00204038+0.00109761i, +0.00058605-0.00548998i, -0.00081385-0.00124036i, +0.00243538-0.00084434i, -0.00259089+0.00148878i, +0.00125683-0.00419622i, +0.00066700-0.00415739i, -0.00051530+0.00111980i, +0.00174949-0.00036806i, -0.00038260+0.00134044i, -0.00285434-0.00292402i, -0.00241696-0.00022994i, +0.00044556-0.00151497i, -0.00075579+0.00276504i, +0.00221486+0.00107611i, +0.00079383+0.00138538i, +0.00120630+0.00074950i
+0.00073407+0.00097211i, -0.00167524+0.00077170i, -0.00059030+0.00007633i, +0.00115049-0.00014430i, -0.00084828+0.00160275i, +0.00042929+0.00138912i, +0.00026143-0.00136609i, -0.00080639-0.00071298i, +0.00032041+0.00018379i, +0.00146874-0.00084624i, -0.00092493-0.00024763i, -0.00121172-0.00013576i, -0.00037046-0.00042726i, +0.00090480-0.00082952i, +0.00030047+0.00041936i, +0.00100891-0.00072564i, +0.00077643-0.00069249i, +0.00092250-0.00276224i, +0.00100617+0.00148011i, -0.00060733+0.00058502i, +0.00034476-0.00051132i, -0.00247522-0.00050799i, +0.00077421+0.00031806i, -0.00092214-0.00046030i, +0.00028816-0.00014066i, -0.00353524-0.00125507i, +0.00038647-0.00181837i, -0.00021652-0.00004071i, -0.00114098+0.00098841i, -0.00084437-0.00092102i, -0.00016889-0.00070469i, +0.00112068-0.00044759i, +0.00053478-0.00039554i, +0.00074035-0.00101772i, +0.00145261+0.00123061i, -0.00031442+0.00126025i, -0.00081007-0.00010772i, -0.00089804-0.00171890i, +0.00077085-0.00067962i, -0.00053017-0.00134256i, +0.00110720+0.00052328i, +0.01493858+0.00000000i, +0.00069905+0.00232905i, -0.00209998-0.00052745i, +0.00042241-0.00182351i, +0.00061418+0.00075979i, -0.00068598+0.00091450i, -0.00094129+0.00074332i, +0.00120124-0.00149365i, +0.00036821-0.00066967i, +0.00101871+0.00070691i, -0.00148768-0.00075495i, +0.00177393-0.00060598i, +0.00114547-0.00127013i, -0.00013530+0.00050703i, +0.00018796+0.00004428i, -0.00073067-0.00044905i, +0.00038631-0.00152133i, -0.00016266-0.00057476i, +0.00057896-0.00064538i, -0.00095844+0.00009526i, +0.00054520+0.00138392i, -0.00016850+0.00103661i, +0.00119557+0.00056642i
+0.00219292-0.00200734i, +0.00161140+0.00123004i, +0.00176761+0.00105664i, -0.00033210-0.00135223i, +0.00452175+0.00043141i, +0.00305564+0.00087048i, -0.00377824-0.00117977i, -0.00208526+0.00189568i, +0.00087983-0.00047565i, -0.00350335+0.00126694i, +0.00075012+0.00233900i, -0.00016218+0.00340913i, -0.00057136-0.00061705i, -0.00060647-0.00122146i, -0.00031567-0.00055634i, -0.00241912-0.00268982i, -0.00235184-0.00078080i, -0.00477743+0.00022910i, +0.00252521-0.00383106i, +0.00078452+0.00046622i, -0.00191188-0.00152037i, -0.00133348+0.00450381i, +0.00242549-0.00166160i, -0.00026587+0.00279263i, -0.00066807-0.00155547i, -0.00057130+0.00262587i, -0.00514195-0.00024932i, -0.00076274+0.00018276i, +0.00314023+0.00042496i, -0.00240734+0.00321645i, -0.00193932-0.00063729i, -0.00148231-0.00301476i, -0.00013828-0.00187388i, -0.00252880-0.00030280i, +0.00219292-0.00414544i, +0.00250097+0.00027030i, -0.00106732-0.00067574i, +0.00179341+0.00228652i, -0.00144543+0.00043881i, -0.00098256+0.00299180i, +0.00279490-0.00316251i, +0.00069905-0.00232905i, +0.01711116-0.00000000i, +0.00100221+0.00529615i, -0.00459422-0.00085537i, +0.00021435-0.00563782i, +0.00260058+0.00215137i, -0.00107348+0.00341395i, -0.00349672-0.00381055i, -0.00180349-0.00007682i, +0.00112994-0.00255621i, -0.00070163+0.00379142i, -0.00150132-0.00461788i, -0.00370695-0.00247983i, +0.00106387+0.00238476i, +0.00066942-0.00069662i, +0.00109180-0.00081704i, -0.00460893-0.00079749i, -0.00222600+0.00107737i, -0.00101822-0.00121929i, +0.00050171+0.00263116i, +0.00162889-0.00196175i, +0.00170906-0.00015954i, +0.00148163-0.00152880i
-0.00162847-0.00212950i, +0.00198149-0.00136108i, +0.00162587-0.00160387i, -0.00159506+0.00071599i, +0.00149454-0.00489016i, +0.00193813-0.00234029i, -0.00152988+0.00264814i, +0.00059911+0.00168709i, +0.00015897-0.00143005i, +0.00043272+0.00393265i, +0.00189833+0.00130494i, +0.00540083+0.00100301i, -0.00123576-0.00001245i, -0.00093575+0.00045143i, -0.00094363-0.00081243i, -0.00374207+0.00118660i, -0.00181026+0.00193821i, -0.00083102+0.00541711i, -0.00303285-0.00355884i, +0.00154242-0.00112822i, -0.00220436+0.00217085i, +0.00332392+0.00192120i, -0.00055927-0.00203188i, +0.00433932+0.00087821i, -0.00172141+0.00034898i, +0.00209867+0.00061570i, -0.00009372+0.00367558i, -0.00230336+0.00030773i, +0.00194345-0.00336314i, +0.00233511+0.00298133i, -0.00058432+0.00180967i, -0.00269289+0.00024296i, -0.00271145-0.00089740i, -0.00141877+0.00238838i, -0.00420717-0.00308738i, +0.00239187-0.00282693i, -0.00150322+0.00094454i, +0.00189915-0.00052078i, -0.00028306+0.00141008i, +0.00380369+0.00255070i, -0.00294168-0.00324187i, -0.00209998+0.00052745i, +0.00100221-0.00529615i, +0.01857618-0.00000000i, -0.00322209+0.00385666i, -0.00513791-0.00235781i, +0.00140667-0.00210711i, +0.00208524+0.00245974i, -0.00363997+0.00265746i, +0.00014281+0.00171726i, -0.00211495-0.00106951i, +0.00321961+0.00215039i, -0.00482528+0.00075461i, -0.00430848+0.00312045i, +0.00176001-0.00041572i, -0.00053959+0.00080725i, +0.00077012-0.00034969i, -0.00153905+0.00479789i, +0.00034507+0.00181103i, -0.00141596+0.00153007i, +0.00239540-0.00074277i, -0.00145478-0.00336017i, +0.00063742-0.00283623i, -0.00108944-0.00165208i
-0.00189726+0.00397466i, -0.00182322-0.00062213i, -0.00213493-0.00074412i, +0.00094227+0.00072742i, -0.00581027+0.00205847i, -0.00357597-0.00084697i, +0.00288327+0.00013529i, +0.00154548-0.00253988i, -0.00113484+0.00070026i, +0.00383295-0.00280554i, +0.00003114-0.00163204i, -0.00117095-0.00377456i, +0.00150519+0.00182951i, +0.00080916+0.00161530i, -0.00015807+0.00063731i, +0.00345332+0.00221022i, +0.00289070-0.00055991i, +0.00488486-0.00158869i, -0.00147361+0.00440316i, -0.00105464-0.00009816i, +0.00245353+0.00016222i, +0.00047513-0.00439005i, -0.00087266+0.00208861i, +0.00023117-0.00311001i, +0.00104809+0.00085958i, -0.00015325-0.00239943i, +0.00212986-0.00037805i, +0.00083625-0.00056968i, -0.00630892-0.00064900i, +0.00176629-0.00380452i, +0.00158834-0.00085007i, +0.00169560+0.00333646i, +0.00327308+0.00262719i, +0.00476380-0.00151857i, +0.00041738+0.00506298i, -0.00340180-0.00021647i, +0.00200352+0.00117971i, -0.00168558-0.00167665i, +0.00133370+0.00014286i, +0.00030831-0.00509603i, -0.00223849+0.00411754i, +0.00042241+0.00182351i, -0.00459422+0.00085537i, -0.00322209-0.00385666i, +0.01930874-0.00000000i, +0.00213963+0.00555087i, -0.00334138-0.00010249i, +0.00079450-0.00313714i, +0.00496797+0.00195593i, +0.00090039-0.00035223i, -0.00070880+0.00335955i, -0.00086807-0.00359744i, +0.00338497+0.00417348i, +0.00425653+0.00273702i, -0.00164533-0.00164413i, -0.00057935+0.00117194i, -0.00082811-0.00101460i, +0.00450677-0.00082564i, +0.00127153-0.00224042i, +0.00153688+0.00117432i, -0.00251157-0.00139325i, -0.00214182+0.00238548i, -0.00237595+0.00111289i, -0.00166795+0.00200318i
+0.00339832+0.00299613i, -0.00172850+0.00347770i, -0.00151879+0.00252643i, +0.00158518-0.00062637i, +0.00097732+0.00648142i, -0.00156515+0.00441654i, +0.00018656-0.00384043i, -0.00277128-0.00242979i, +0.00203553+0.00057333i, -0.00176193-0.00550013i, -0.00182354-0.00036885i, -0.00533165+0.00125292i, +0.00120091-0.00063977i, +0.00349698+0.00024492i, +0.00078813+0.00043911i, +0.00413708-0.00321000i, +0.00091273-0.00358376i, -0.00065952-0.00739009i, +0.00551479+0.00288792i, +0.00002140+0.00158946i, +0.00152049-0.00367833i, -0.00591080-0.00167338i, +0.00195052+0.00170124i, -0.00372269+0.00001144i, +0.00172137-0.00072401i, -0.00192361-0.00040548i, -0.00067452-0.00397931i, -0.00114814-0.00154451i, -0.00034053+0.00450586i, -0.00793721-0.00293048i, -0.00131921-0.00236271i, +0.00378925-0.00184857i, +0.00325958+0.00075567i, +0.00045442-0.00477778i, +0.00616683+0.00203992i, +0.00079506+0.00364878i, +0.00168728-0.00288065i, -0.00351922+0.00231333i, -0.00064745-0.00271484i, -0.00552120-0.00202194i, +0.00332924+0.00314695i, +0.00061418-0.00075979i, +0.00021435+0.00563782i, -0.00513791+0.00235781i, +0.00213963-0.00555087i, +0.02391037-0.00000000i, -0.00097173+0.00320173i, -0.00285763-0.00106898i, +0.00373625-0.00510361i, +0.00023619-0.00145821i, +0.00323843+0.00008866i, -0.00483160-0.00104943i, +0.00473129-0.00254428i, +0.00411747-0.00590018i, -0.00180295+0.00188916i, +0.00169968+0.00208407i, +0.00035390+0.00085852i, +0.00037086-0.00563864i, -0.00047355-0.00249420i, +0.00132089-0.00161078i, -0.00286423+0.00224876i, +0.00212586+0.00315091i, -0.00003666+0.00262636i, +0.00225546+0.00102626i
+0.00096558-0.00119864i, +0.00061597+0.00055477i, +0.00178167-0.00060125i, -0.00053244-0.00078349i, +0.00266963-0.00081830i, +0.00199095+0.00008549i, -0.00279693+0.00115246i, -0.00091581+0.00180495i, +0.00036385-0.00043005i, -0.00161578+0.00184302i, +0.00061697+0.00095378i, +0.00091915+0.00190426i, -0.00062781-0.00050266i, -0.00055974-0.00114091i, +0.00132773+0.00064695i, -0.00150281-0.00125387i, -0.00169073-0.00009418i, -0.00234723+0.00099639i, +0.00116810-0.00103196i, +0.00037531-0.00026065i, -0.00136950-0.00028829i, +0.00035798+0.00229097i, +0.00063643-0.00115670i, +0.00024293+0.00195296i, -0.00033605-0.00097756i, +0.00004289+0.00124832i, -0.00151120+0.00180839i, -0.00071576+0.00041920i, +0.00161719-0.00051998i, -0.00113477+0.00156398i, -0.00427567-0.00026082i, -0.00156538-0.00200863i, -0.00049375-0.00140934i, -0.00241822+0.00094666i, -0.00004594-0.00231844i, +0.00090974-0.00022929i, -0.00152230-0.00076937i, +0.00070909+0.00079917i, -0.00123993+0.00055483i, -0.00021646+0.00311115i, +0.00098189-0.00197124i, -0.00068598-0.00091450i, +0.00260058-0.00215137i, +0.00140667+0.00210711i, -0.00334138+0.00010249i, -0.00097173-0.00320173i, +0.01472482-0.00000000i, +0.00073767+0.00155744i, -0.00315896-0.00132021i, +0.00041806+0.00063625i, -0.00043421-0.00130794i, +0.00017650+0.00177049i, -0.00131496-0.00149457i, -0.00243039-0.00080985i, +0.00166758+0.00227750i, +0.00065412-0.00078782i, +0.00093961-0.00017567i, -0.00213621+0.00034491i, -0.00150607+0.00143550i, -0.00135885-0.00069708i, +0.00154236-0.00047696i, +0.00133321-0.00191693i, +0.00052917-0.00043116i, +0.00087892-0.00126371i
-0.00215317-0.00055730i, +0.00050889-0.00143294i, +0.00006653-0.00090061i, +0.00027117-0.00075700i, -0.00157417-0.00224927i, -0.00007001-0.00195890i, +0.00010262+0.00190426i, +0.00139505+0.00131311i, -0.00067209-0.00093103i, +0.00185002+0.00127988i, +0.00142343-0.00057072i, +0.00224686-0.00057501i, -0.00073544+0.00060889i, -0.00052097+0.00027148i, +0.00005829+0.00056951i, +0.00051562+0.00317482i, +0.00006468+0.00158449i, +0.00145155+0.00234764i, -0.00274713-0.00032953i, +0.00038528+0.00059998i, -0.00019457+0.00170854i, +0.00240497-0.00085763i, -0.00129875-0.00061423i, +0.00182326-0.00093716i, -0.00013960+0.00145596i, +0.00128109+0.00028249i, +0.00075215+0.00135263i, +0.00061728+0.00074042i, -0.00059476-0.00266156i, +0.00207059-0.00005085i, +0.00036559+0.00165065i, -0.00415548+0.00071505i, -0.00072274+0.00105218i, -0.00002920+0.00095687i, -0.00261128+0.00042234i, -0.00134203-0.00140261i, +0.00032865+0.00187477i, +0.00080544-0.00109288i, +0.00042639+0.00059081i, +0.00231534+0.00054188i, -0.00204038-0.00109761i, -0.00094129-0.00074332i, -0.00107348-0.00341395i, +0.00208524-0.00245974i, +0.00079450+0.00313714i, -0.00285763+0.00106898i, +0.00073767-0.00155744i, +0.01581314-0.00000000i, -0.00082070+0.00288363i, +0.00131589+0.00143606i, -0.00157674+0.00011790i, +0.00116952-0.00078285i, -0.00138934+0.00201084i, -0.00113713+0.00184038i, +0.00035542-0.00118676i, -0.00024841+0.00013539i, -0.00049085-0.00092217i, +0.00079424+0.00353246i, +0.00110938+0.00068985i, -0.00105346+0.00170293i, +0.00118378-0.00124431i, -0.00203125-0.00026128i, -0.00045669-0.00071890i, -0.00175842-0.00038309i
-0.00220737+0.00624266i, -0.00224237-0.00002142i, -0.00242650+0.00032835i, +0.00193353+0.00057638i, -0.00498340+0.00394044i, -0.00404408+0.00095344i, +0.00298460-0.00199816i, -0.00009900-0.00450474i, -0.00030829+0.00099518i, +0.00266138-0.00450617i, -0.00063668-0.00207409i, -0.00287249-0.00322873i, +0.00144101-0.00013106i, +0.00180236+0.00128206i, +0.00020035+0.00120793i, +0.00398720+0.00099224i, +0.00547616-0.00281322i, +0.00446320-0.00420344i, +0.00044907+0.00525763i, -0.00133820+0.00080514i, +0.00310300-0.00091938i, -0.00240198-0.00553194i, -0.00017951+0.00326003i, -0.00176052-0.00311751i, +0.00260206+0.00122681i, -0.00117003-0.00188770i, +0.00201906-0.00230503i, +0.00030461-0.00204396i, -0.00365664+0.00167751i, -0.00034789-0.00464705i, +0.00193001-0.00204005i, +0.00326645+0.00229311i, +0.00254190+0.00182445i, +0.00301930-0.00197189i, +0.00263908+0.00581776i, -0.00282685+0.00202823i, +0.00232807-0.00037503i, -0.00299664-0.00113593i, +0.00175776-0.00106539i, -0.00180269-0.00452263i, +0.00058605+0.00548998i, +0.00120124+0.00149365i, -0.00349672+0.00381055i, -0.00363997-0.00265746i, +0.00496797-0.00195593i, +0.00373625+0.00510361i, -0.00315896+0.00132021i, -0.00082070-0.00288363i, +0.01968468+0.00000000i, +0.00191603-0.00210531i, +0.00170031+0.00436525i, -0.00323187-0.00423429i, +0.00670198+0.00186258i, +0.00689454-0.00063203i, -0.00360854-0.00026059i, -0.00063323+0.00110324i, -0.00091911+0.00019366i, +0.00495626-0.00340157i, +0.00104198-0.00343391i, +0.00331108-0.00062916i, -0.00408002+0.00031133i, -0.00146474+0.00457583i, -0.00128092+0.00116748i, -0.00023906+0.00302528i
-0.00180440+0.00104336i, -0.00200060+0.00188486i, -0.00036862+0.00039794i, +0.00058647+0.00050433i, -0.00224078-0.00053251i, -0.00195927-0.00013100i, +0.00048083+0.00088401i, +0.00087532-0.00024416i, -0.00018130+0.00026329i, +0.00177438-0.00017422i, -0.00004596-0.00057801i, -0.00043619-0.00136591i, +0.00008613+0.00044806i, +0.00086308+0.00013306i, +0.00012852+0.00011684i, +0.00052393+0.00087750i, +0.00096420+0.00070201i, +0.00322922-0.00124003i, -0.00099603+0.00089553i, -0.00049897-0.00037934i, -0.00015287+0.00018434i, +0.00017975-0.00216302i, -0.00105506+0.00060430i, +0.00001716-0.00146918i, +0.00076001+0.00044050i, +0.00084864-0.00021026i, +0.00158778-0.00012400i, +0.00019597-0.00007223i, -0.00113021-0.00082709i, +0.00071254-0.00098331i, +0.00043773+0.00066956i, -0.00011927+0.00092756i, -0.00002318-0.00002913i, +0.00121298-0.00017332i, +0.00003150+0.00162106i, -0.00166987-0.00092305i, +0.00056425+0.00032131i, -0.00109128-0.00083538i, +0.00049058+0.00050763i, +0.00043962-0.00004458i, -0.00081385+0.00124036i, +0.00036821+0.00066967i, -0.00180349+0.00007682i, +0.00014281-0.00171726i, +0.00090039+0.00035223i, +0.00023619+0.00145821i, +0.00041806-0.00063625i, +0.00131589-0.00143606i, +0.00191603+0.00210531i, +0.01546926+0.00000000i, +0.00004352+0.00105016i, -0.00040391-0.00222270i, +0.00221752+0.00205683i, +0.00217877+0.00121009i, -0.00079628-0.00024903i, +0.00002595-0.00070690i, +0.00015707+0.00038140i, +0.00197391+0.00019814i, +0.00151652-0.00067585i, +0.00004996-0.00009473i, -0.00105325-0.00132654i, -0.00064176-0.00036105i, -0.00016261-0.00005224i, +0.00011897+0.00111218i
+0.00230437+0.00113351i, -0.00108534+0.00085549i, -0.00234842+0.00361287i, +0.00098849-0.00042640i, +0.00095995+0.00357076i, -0.00030376+0.00249302i, +0.00054825-0.00175479i, -0.00271176-0.00112901i, +0.00124513+0.00099897i, -0.00146056-0.00245907i, -0.00122840-0.00033435i, -0.00240911+0.00103359i, +0.00001979-0.00017029i, +0.00125930-0.00055568i, +0.00032870+0.00058966i, +0.00100502-0.00181838i, +0.00030924-0.00225968i, -0.00053543-0.00348206i, +0.00486585-0.00063249i, +0.00024122+0.00099657i, +0.00030131-0.00237946i, -0.00357100-0.00006024i, +0.00091096-0.00011916i, -0.00281723-0.00013592i, +0.00096153-0.00056401i, -0.00078007+0.00087615i, +0.00027345-0.00147438i, -0.00052948-0.00028832i, -0.00066462+0.00276664i, -0.00334212-0.00094351i, -0.00094556-0.00109262i, +0.00149238-0.00149835i, +0.00068946-0.00155204i, -0.00082622-0.00204448i, +0.00386207-0.00069701i, +0.00081819+0.00229170i, -0.00022744-0.00182185i, -0.00113400+0.00070107i, +0.00015519-0.00116739i, -0.00317422+0.00024442i, +0.00243538+0.00084434i, +0.00101871-0.00070691i, +0.00112994+0.00255621i, -0.00211495+0.00106951i, -0.00070880-0.00335955i, +0.00323843-0.00008866i, -0.00043421+0.00130794i, -0.00157674-0.00011790i, +0.00170031-0.00436525i, +0.00004352-0.00105016i, +0.01498142+0.00000000i, -0.00232243+0.00105222i, +0.00342384-0.00360819i, +0.00096122-0.00333873i, -0.00080368+0.00077746i, +0.00016491+0.00083161i, -0.00077899+0.00132902i, -0.00056981-0.00312031i, -0.00149051-0.00073805i, +0.00057349-0.00107671i, -0.00157330+0.00224943i, +0.00162317+0.00177637i, +0.00071869+0.00122381i, +0.00191010+0.00005922i
-0.00202188-0.00218671i, +0.00091905-0.00167549i, +0.00040760-0.00211216i, -0.00275497+0.00266371i, -0.00033039-0.00477848i, +0.00059428-0.00276315i, -0.00017891+0.00226657i, +0.00302270+0.00176586i, -0.00048618-0.00081069i, +0.00098086+0.00318630i, +0.00147150+0.00035999i, +0.00317280-0.00088475i, -0.00003883+0.00010788i, -0.00128053+0.00063079i, -0.00114917-0.00022904i, -0.00245349+0.00236682i, -0.00066788+0.00291669i, +0.00074076+0.00397016i, -0.00341125-0.00216046i, +0.00124539-0.00236190i, -0.00031411+0.00185374i, +0.00424761+0.00131374i, -0.00169923-0.00141032i, +0.00187387-0.00031899i, -0.00130485+0.00080545i, +0.00208353+0.00016210i, +0.00072799+0.00266470i, +0.00168790+0.00112425i, -0.00005494-0.00280006i, +0.00313124+0.00105223i, +0.00045339+0.00137154i, -0.00264310+0.00148570i, -0.00245277+0.00068989i, +0.00024469+0.00288031i, -0.00439960-0.00059804i, +0.00038541-0.00265097i, -0.00113520+0.00164648i, +0.00210519-0.00090529i, +0.00021042+0.00153031i, +0.00321946+0.00078942i, -0.00259089-0.00148878i, -0.00148768+0.00075495i, -0.00070163-0.00379142i, +0.00321961-0.00215039i, -0.00086807+0.00359744i, -0.00483160+0.00104943i, +0.00017650-0.00177049i, +0.00116952+0.00078285i, -0.00323187+0.00423429i, -0.00040391+0.00222270i, -0.00232243-0.00105222i, +0.01617850+0.00000000i, -0.00364138+0.00317403i, -0.00186510+0.00416702i, +0.00117222-0.00174320i, -0.00102634-0.00150357i, +0.00067040+0.00000398i, +0.00017080+0.00435503i, +0.00073426+0.00288764i, -0.00090413+0.00160903i, +0.00259523-0.00168524i, -0.00167961-0.00179516i, -0.00015849-0.00190841i, -0.00057903-0.00125492i
+0.00055772+0.00423195i, -0.00148249+0.00087134i, -0.00221140+0.00164183i, +0.00239011-0.00001217i, -0.00523898+0.00740261i, -0.00275743+0.00270022i, +0.00205809-0.00227126i, -0.00165790-0.00398277i, +0.00013726+0.00214297i, +0.00116782-0.00422155i, -0.00140776-0.00150947i, -0.00354234-0.00135705i, +0.00098717-0.00008907i, +0.00206013+0.00067550i, +0.00047204+0.00111815i, +0.00323945-0.00054713i, +0.00313602-0.00198112i, +0.00275956-0.00523677i, +0.00292764+0.00398084i, -0.00109821+0.00122261i, +0.00422027-0.00378638i, -0.00356149-0.00425946i, +0.00038688+0.00217218i, -0.00309150-0.00190016i, +0.00206056+0.00069314i, -0.00152077-0.00066238i, +0.00119671-0.00261728i, +0.00016669-0.00079522i, -0.00351608+0.00220910i, -0.00226837-0.00410347i, +0.00093784-0.00168026i, +0.00278837+0.00032589i, +0.00261745+0.00062444i, +0.00206466-0.00316332i, +0.00434417+0.00378394i, -0.00157739+0.00211563i, +0.00222132-0.00129818i, -0.00221555-0.00029217i, +0.00131023-0.00039423i, -0.00331274-0.00242803i, +0.00125683+0.00419622i, +0.00177393+0.00060598i, -0.00150132+0.00461788i, -0.00482528-0.00075461i, +0.00338497-0.00417348i, +0.00473129+0.00254428i, -0.00131496+0.00149457i, -0.00138934-0.00201084i, +0.00670198-0.00186258i, +0.00221752-0.00205683i, +0.00342384+0.00360819i, -0.00364138-0.00317403i, +0.01994012+0.00000000i, +0.00608375-0.00270468i, -0.00346078+0.00035150i, +0.00007425+0.00139259i, -0.00126221+0.00103102i, +0.00388977-0.00397900i, +0.00022546-0.00245632i, +0.00110758-0.00124479i, -0.00360597+0.00016792i, +0.00076353+0.00335326i, -0.00083104+0.00242589i, +0.00015336+0.00261258i
