+0.01583578+0.00000000i, +0.00034634-0.00016875i, +0.00007931-0.00006169i, +0.00031329+0.00006248i, -0.00017210-0.00022931i, -0.00010373+0.00014743i, +0.00026997-0.00017098i, -0.00009934-0.00020270i, +0.00012972+0.00022103i, -0.00004044-0.00008836i, +0.00009526+0.00000351i, -0.00016359+0.00000069i, -0.00008986-0.00014911i, -0.00044017-0.00006439i, +0.00011474+0.00014329i, +0.00010566-0.00009564i, +0.00016045-0.00016121i, -0.00000865+0.00021893i, +0.00010827-0.00013506i, +0.00014259-0.00001342i, +0.00012801-0.00021953i, +0.00010075+0.00019586i, -0.00030085+0.00005656i, -0.00018057+0.00009780i, +0.00031846+0.00004593i, -0.00006285+0.00006374i, -0.00005677-0.00009497i, +0.00018628-0.00030663i, +0.00011522-0.00012591i, +0.00011662+0.00007297i, -0.00002529+0.00006257i, -0.00008264+0.00016644i, -0.00017068-0.00024776i, +0.00014525-0.00002667i, -0.00009937-0.00000111i, -0.00018935-0.00010188i, +0.00020550+0.00016946i, +0.00027190-0.00001412i, -0.00002421-0.00003951i, +0.00005681+0.00026390i, +0.00022297-0.00004269i, +0.00014276+0.00022049i, +0.00005069+0.00003493i, -0.00002187-0.00003287i, +0.00020404+0.00001645i, -0.00001824+0.00015170i, -0.00005814+0.00000311i, -0.00004616-0.00005128i, +0.00002207-0.00017277i, -0.00007907-0.00009781i, +0.00008808+0.00008815i, -0.00001693+0.00006920i, +0.00005802+0.00017136i, +0.00008017+0.00021026i, -0.00013266-0.00014096i, +0.00006860-0.00004449i, -0.00000477-0.00003872i, +0.00008857-0.00002263i, -0.00018745+0.00009731i, +0.00015624-0.00005385i, +0.00023032-0.00004600i, +0.00003091+0.00017600i, -0.00002798-0.00027967i, -0.00003569-0.00010584i
+0.00005681-0.00026390i, +0.00004688-0.00034620i, +0.00001421-0.00010186i, +0.00012871+0.00013640i, -0.00020371-0.00000260i, +0.00015403+0.00020072i, -0.00017399-0.00022424i, -0.00036514+0.00013931i, +0.00025677-0.00008621i, +0.00008377+0.00006495i, +0.00002830-0.00005735i, -0.00015507+0.00018137i, -0.00024616+0.00007156i, -0.00003713+0.00033393i, +0.00017589+0.00001600i, -0.00017333-0.00015597i, +0.00006861-0.00010207i, +0.00016976+0.00013701i, -0.00002584-0.00016451i, +0.00003589-0.00013855i, -0.00012071-0.00038082i, +0.00023601-0.00007703i, -0.00014172+0.00019527i, -0.00002891+0.00033389i, +0.00009715-0.00022679i, -0.00000969+0.00001759i, -0.00014472+0.00012705i, -0.00024109-0.00036058i, -0.00001803-0.00012385i, +0.00008970-0.00004426i, +0.00008101-0.00005520i, +0.00018885+0.00011330i, -0.00024720+0.00023543i, -0.00000330-0.00025391i, -0.00010334-0.00001478i, -0.00022609+0.00039938i, +0.00002963-0.00014348i, +0.00003889-0.00044822i, -0.00003199+0.00003183i, +0.01599412-0.00000000i, +0.00004361-0.00021315i, +0.00037116-0.00018967i, +0.00000674-0.00014201i, -0.00001885+0.00005374i, +0.00009800-0.00015745i, +0.00018143+0.00010565i, -0.00000301+0.00012218i, -0.00006068+0.00002666i, -0.00017535+0.00000315i, -0.00012301+0.00004725i, +0.00013094-0.00000392i, +0.00013260-0.00008665i, +0.00023816-0.00008907i, +0.00015565-0.00000716i, -0.00021193+0.00007107i, +0.00002676+0.00000518i, +0.00014698+0.00013224i, +0.00013818-0.00009187i, +0.00014175+0.00022934i, -0.00009361-0.00017582i, -0.00000670-0.00027878i, +0.00011833+0.00006739i, -0.00035826+0.00007012i, -0.00009545+0.00006657i
+0.00022297+0.00004269i, +0.00014720-0.00001396i, +0.00000438+0.00003851i, -0.00004099+0.00008790i, -0.00012553+0.00003239i, -0.00006413+0.00001125i, +0.00008803-0.00011984i, +0.00000302-0.00012652i, -0.00013716+0.00026755i, +0.00004320+0.00000362i, +0.00002208-0.00002246i, -0.00009572-0.00003477i, -0.00004620-0.00008894i, -0.00015840+0.00006723i, +0.00002271-0.00002154i, +0.00003936-0.00004953i, +0.00012252-0.00014068i, -0.00010563+0.00004396i, +0.00003475+0.00004457i, +0.00004566+0.00003417i, +0.00019081-0.00009377i, +0.00006981+0.00013069i, -0.00014615-0.00004933i, -0.00009832+0.00006669i, +0.00015174+0.00002821i, -0.00005661+0.00003035i, -0.00004726-0.00013393i, +0.00016118-0.00017010i, +0.00008066-0.00002677i, +0.00000531+0.00002868i, +0.00002673+0.00002144i, +0.00000523+0.00007749i, -0.00011030-0.00015778i, +0.00016967-0.00011930i, +0.00004268-0.00009174i, -0.00018627-0.00013368i, +0.00010437+0.00013043i, +0.00022760+0.00004197i, -0.00012181-0.00005399i, +0.00004361+0.00021315i, +0.01563676+0.00000000i, +0.00006930+0.00015120i, +0.00000722+0.00011340i, +0.00020089-0.00000281i, +0.00020926-0.00003537i, -0.00000339+0.00006723i, -0.00006820+0.00012976i, -0.00004888+0.00001432i, +0.00002464-0.00001185i, -0.00006210-0.00005504i, -0.00002145+0.00000351i, +0.00006923+0.00009992i, +0.00011995+0.00015750i, +0.00001923+0.00011266i, -0.00004253-0.00005987i, -0.00002869+0.00001158i, -0.00000096-0.00002360i, -0.00008353-0.00000683i, -0.00026538+0.00006309i, +0.00006559+0.00001370i, +0.00022356-0.00000569i, +0.00004304+0.00011011i, -0.00001448-0.00008795i, -0.00009510-0.00011300i
+0.00014276-0.00022049i, +0.00020634-0.00022181i, +0.00000704-0.00005494i, +0.00011281+0.00005194i, -0.00020504+0.00000335i, +0.00002298+0.00020170i, -0.00011126-0.00018522i, -0.00022800-0.00000940i, +0.00015891-0.00003490i, -0.00009454+0.00017523i, +0.00001668+0.00001730i, -0.00007975+0.00013213i, -0.00019093+0.00006923i, -0.00013923+0.00023331i, +0.00015916-0.00003394i, -0.00006206-0.00009091i, +0.00002205-0.00011452i, +0.00008663-0.00003964i, -0.00006893-0.00010617i, +0.00002934-0.00003859i, -0.00000479-0.00026598i, +0.00019211-0.00010738i, -0.00010819+0.00012176i, -0.00002465+0.00022787i, +0.00002199-0.00020765i, -0.00000233-0.00007781i, -0.00013261+0.00012753i, -0.00016310-0.00034648i, +0.00005189-0.00010397i, +0.00007882-0.00006039i, +0.00004695-0.00006333i, +0.00004349+0.00015037i, -0.00030768+0.00019734i, +0.00010376-0.00012048i, -0.00015462+0.00002588i, -0.00027932+0.00027563i, +0.00007419-0.00013387i, +0.00014953-0.00018575i, +0.00006975-0.00002061i, +0.00037116+0.00018967i, +0.00006930-0.00015120i, +0.01588981-0.00000000i, +0.00025311-0.00005034i, +0.00006883-0.00005615i, +0.00004554-0.00006880i, +0.00014028+0.00011607i, -0.00007220-0.00003575i, -0.00003163-0.00002495i, -0.00010807-0.00004005i, -0.00014002-0.00004247i, +0.00010871+0.00002101i, +0.00006512-0.00002084i, +0.00024088-0.00009892i, +0.00023854+0.00005415i, -0.00022356-0.00002160i, -0.00000836-0.00006394i, +0.00011422-0.00002950i, +0.00007567-0.00006289i, -0.00001805+0.00013751i, -0.00001327-0.00009660i, +0.00003732-0.00019837i, +0.00022405+0.00017539i, -0.00029078-0.00010839i, -0.00003783+0.00000471i
+0.00005069-0.00003493i, +0.00004120+0.00006889i, +0.00014280-0.00004860i, +0.00001384+0.00007131i, +0.00000361-0.00002561i, -0.00011245+0.00008104i, +0.00012675-0.00006048i, +0.00006636-0.00004393i, -0.00010814+0.00006405i, -0.00000021+0.00001688i, -0.00004314+0.00021991i, -0.00010961+0.00003928i, +0.00011135-0.00000171i, -0.00001878-0.00007342i, +0.00008323+0.00004246i, +0.00007590-0.00005403i, -0.00002355+0.00000232i, -0.00006956+0.00003317i, +0.00004671-0.00008205i, -0.00000406-0.00002734i, +0.00003641-0.00002146i, +0.00007302+0.00004319i, -0.00009032+0.00002742i, -0.00004677-0.00000393i, +0.00004621-0.00004787i, +0.00002952+0.00003242i, -0.00005160-0.00005651i, -0.00002770-0.00007435i, -0.00003693-0.00000548i, +0.00009454-0.00000053i, -0.00004397+0.00001024i, -0.00007169-0.00004205i, -0.00002164+0.00002120i, +0.00003699+0.00001329i, -0.00008343+0.00001712i, -0.00008055-0.00002119i, +0.00000274-0.00006472i, +0.00015079+0.00004221i, -0.00004635-0.00007122i, +0.00000674+0.00014201i, +0.00000722-0.00011340i, +0.00025311+0.00005034i, +0.01546490+0.00000000i, +0.00011231-0.00000050i, +0.00004147+0.00002596i, +0.00001735-0.00004992i, -0.00001982+0.00004722i, -0.00004542-0.00000532i, +0.00006199-0.00004978i, -0.00001907-0.00000818i, -0.00006259-0.00002900i, -0.00001183+0.00004695i, -0.00004607+0.00002723i, -0.00001899+0.00005334i, -0.00006609-0.00004633i, +0.00001943+0.00007358i, -0.00007923+0.00007220i, -0.00007078+0.00003376i, -0.00004644+0.00002710i, +0.00004954-0.00004789i, +0.00007052-0.00000152i, -0.00002068+0.00005664i, -0.00008343-0.00004383i, -0.00006519-0.00005330i
-0.00002187+0.00003287i, +0.00000731-0.00001319i, -0.00001082-0.00005730i, +0.00009317-0.00005934i, -0.00001037+0.00000756i, +0.00000636+0.00002975i, -0.00000179+0.00002666i, +0.00002696-0.00006979i, -0.00000185+0.00001738i, -0.00000844-0.00000353i, +0.00000473+0.00005757i, -0.00011375+0.00019437i, +0.00005706+0.00000652i, +0.00005092+0.00004749i, +0.00002142-0.00006145i, -0.00000358+0.00004162i, +0.00009172+0.00001463i, +0.00003818-0.00000435i, -0.00001124+0.00004623i, +0.00000764-0.00007444i, -0.00006971-0.00007631i, -0.00000004-0.00003519i, -0.00005468+0.00006428i, +0.00004498-0.00000587i, +0.00002175-0.00010007i, +0.00000317+0.00000621i, +0.00004769+0.00008085i, -0.00000583-0.00010759i, -0.00004479-0.00001435i, +0.00000275-0.00003789i, -0.00005986-0.00000006i, -0.00003815-0.00000703i, -0.00008690+0.00005610i, -0.00009143+0.00000221i, +0.00002490+0.00007978i, +0.00000865+0.00000125i, +0.00003280-0.00008807i, +0.00003199-0.00010496i, +0.00002440-0.00004727i, -0.00001885-0.00005374i, +0.00020089+0.00000281i, +0.00006883+0.00005615i, +0.00011231+0.00000050i, +0.01551811-0.00000000i, -0.00007394-0.00001214i, +0.00005489+0.00002668i, +0.00006213+0.00000890i, -0.00008405+0.00002886i, -0.00000709+0.00002682i, +0.00003044+0.00005414i, +0.00000830-0.00005360i, -0.00004561-0.00004490i, +0.00002632-0.00008746i, +0.00010425-0.00007687i, -0.00005762-0.00000579i, -0.00010336-0.00003498i, +0.00004682+0.00000551i, +0.00001249+0.00005182i, -0.00008825+0.00003710i, +0.00004995-0.00009758i, +0.00001720-0.00005591i, +0.00006854-0.00000703i, -0.00009591+0.00008687i, -0.00002505+0.00004582i
+0.00020404-0.00001645i, +0.00014336-0.00004045i, +0.00003356-0.00000226i, -0.00000995+0.00010765i, -0.00009914-0.00013106i, -0.00010420+0.00000962i, +0.00014134-0.00010849i, -0.00005164-0.00013342i, -0.00003363+0.00015844i, -0.00000864-0.00004108i, +0.00006187+0.00003084i, -0.00012981-0.00003061i, -0.00002784+0.00005101i, -0.00015199-0.00008328i, +0.00008605+0.00015372i, +0.00005722-0.00012380i, +0.00002507-0.00000770i, -0.00000143+0.00008633i, +0.00009016-0.00003629i, +0.00005339+0.00006750i, +0.00010151+0.00007241i, +0.00000843+0.00016215i, -0.00008547-0.00003529i, -0.00012523+0.00002020i, +0.00011233-0.00001421i, +0.00001524+0.00002029i, -0.00006565-0.00012228i, +0.00017099-0.00007381i, -0.00001815-0.00002783i, -0.00000905+0.00004572i, +0.00002559+0.00006076i, -0.00012198+0.00005084i, -0.00017126-0.00018120i, +0.00012114-0.00006831i, -0.00004840+0.00008263i, -0.00020195-0.00009713i, +0.00004316+0.00018169i, +0.00003540-0.00002785i, +0.00002175+0.00002776i, +0.00009800+0.00015745i, +0.00020926+0.00003537i, +0.00004554+0.00006880i, +0.00004147-0.00002596i, -0.00007394+0.00001214i, +0.01550977-0.00000000i, -0.00000927+0.00007152i, -0.00008097-0.00004520i, -0.00020385+0.00003310i, +0.00003723-0.00004500i, -0.00005334-0.00005318i, +0.00003318-0.00004964i, +0.00008364+0.00005761i, -0.00000243+0.00011634i, +0.00003834+0.00006324i, -0.00001069-0.00009507i, +0.00005459-0.00008063i, +0.00001699+0.00000450i, -0.00001133+0.00005845i, -0.00006452+0.00006443i, +0.00008932-0.00004788i, +0.00011293+0.00000240i, -0.00004760+0.00014210i, +0.00006506-0.00025348i, -0.00001796-0.00000900i
-0.00001824-0.00015170i, +0.00001008-0.00017451i, -0.00006153-0.00009344i, +0.00011542-0.00002904i, -0.00006976+0.00002488i, -0.00001799+0.00005463i, -0.00017079+0.00001545i, -0.00001507+0.00007769i, +0.00003621-0.00005201i, -0.00002416-0.00002725i, +0.00000178-0.00001331i, -0.00002323+0.00003156i, -0.00001024+0.00007002i, -0.00006952+0.00024803i, +0.00003900-0.00008499i, -0.00009489-0.00010558i, +0.00001121-0.00007616i, +0.00011058+0.00003392i, -0.00006001-0.00004408i, -0.00003985-0.00004080i, -0.00015301-0.00000539i, +0.00004242+0.00002506i, +0.00001400+0.00013519i, +0.00005207+0.00005562i, +0.00003962-0.00015832i, +0.00002996-0.00000159i, -0.00008163+0.00000380i, -0.00009748-0.00011879i, -0.00001179-0.00004548i, -0.00000478-0.00010684i, -0.00004747-0.00003216i, +0.00005631-0.00000121i, -0.00019319+0.00012605i, -0.00017779-0.00012071i, -0.00006935+0.00016413i, -0.00011598+0.00008339i, +0.00013019+0.00001095i, +0.00005715-0.00022017i, -0.00012244-0.00007119i, +0.00018143-0.00010565i, -0.00000339-0.00006723i, +0.00014028-0.00011607i, +0.00001735+0.00004992i, +0.00005489-0.00002668i, -0.00000927-0.00007152i, +0.01562318-0.00000000i, -0.00024239+0.00001539i, -0.00011172+0.00008489i, -0.00000594+0.00002001i, -0.00008613+0.00002951i, -0.00003217-0.00007264i, -0.00006799+0.00004017i, +0.00014167-0.00005287i, +0.00008885-0.00005792i, -0.00008144+0.00010812i, -0.00013523+0.00001835i, +0.00005872-0.00000788i, +0.00017775-0.00014443i, +0.00001894+0.00003971i, -0.00002115-0.00008344i, -0.00004694-0.00012036i, +0.00009750+0.00003794i, -0.00013559+0.00005078i, +0.00007052+0.00004934i
-0.00005814-0.00000311i, +0.00002302-0.00006226i, -0.00001087+0.00002549i, +0.00004818+0.00002234i, +0.00000075-0.00002358i, +0.00000446+0.00001134i, -0.00008261-0.00000704i, +0.00002145+0.00001360i, +0.00001010-0.00003407i, -0.00002827+0.00000048i, -0.00002670-0.00002246i, +0.00003728+0.00008915i, +0.00004034+0.00008848i, +0.00008354+0.00000336i, -0.00006853+0.00010092i, -0.00004642+0.00002662i, -0.00000594+0.00002558i, +0.00004155-0.00001199i, -0.00004033-0.00003553i, +0.00002171+0.00000313i, -0.00002357-0.00001061i, +0.00003036+0.00001977i, +0.00007933+0.00013370i, +0.00002831-0.00005034i, -0.00002633+0.00002188i, +0.00006978+0.00003542i, +0.00000688+0.00008902i, -0.00003743+0.00001484i, -0.00005307+0.00003553i, -0.00000725-0.00006427i, +0.00001213-0.00001313i, -0.00000894-0.00000138i, -0.00000845+0.00005159i, -0.00009143-0.00004432i, +0.00004479-0.00007833i, +0.00002678+0.00012315i, -0.00016427-0.00001704i, -0.00003734-0.00004358i, -0.00008438+0.00005968i, -0.00000301-0.00012218i, -0.00006820-0.00012976i, -0.00007220+0.00003575i, -0.00001982-0.00004722i, +0.00006213-0.00000890i, -0.00008097+0.00004520i, -0.00024239-0.00001539i, +0.01525874+0.00000000i, -0.00002479+0.00003345i, +0.00004458-0.00010531i, -0.00001272+0.00005372i, +0.00014384+0.00003176i, -0.00003811-0.00002944i, +0.00002064-0.00001453i, -0.00002885-0.00007287i, -0.00003092-0.00006624i, -0.00001000-0.00001597i, +0.00003287-0.00004352i, -0.00006527-0.00003243i, +0.00004537+0.00005923i, -0.00002346+0.00001091i, +0.00000909-0.00003991i, -0.00007157-0.00006516i, -0.00002186+0.00011055i, +0.00008868+0.00000601i
-0.00004616+0.00005128i, +0.00002135+0.00005926i, -0.00001310+0.00000771i, -0.00018230+0.00001848i, +0.00006329+0.00002035i, +0.00000823-0.00004244i, +0.00010238+0.00004870i, -0.00005994-0.00005465i, -0.00008139-0.00000738i, +0.00001326+0.00007059i, -0.00001874+0.00005476i, +0.00005718-0.00002324i, +0.00009931-0.00005889i, +0.00005247+0.00002733i, +0.00001267-0.00001722i, -0.00010549+0.00015596i, +0.00002949+0.00001466i, -0.00001315+0.00002686i, +0.00000649+0.00002215i, +0.00001440+0.00014241i, +0.00001559+0.00007305i, -0.00008642-0.00001953i, +0.00002650-0.00004976i, -0.00007919+0.00007188i, -0.00001239+0.00009965i, +0.00002145-0.00004785i, +0.00002661-0.00009551i, +0.00006119+0.00005818i, -0.00004218+0.00000085i, -0.00002135+0.00004326i, +0.00009266+0.00005872i, -0.00010984-0.00018275i, +0.00005781-0.00005835i, -0.00008131+0.00004551i, +0.00011035-0.00000106i, +0.00004470-0.00005953i, +0.00000721-0.00008242i, +0.00001428-0.00002434i, -0.00001974+0.00008416i, -0.00006068-0.00002666i, -0.00004888-0.00001432i, -0.00003163+0.00002495i, -0.00004542+0.00000532i, -0.00008405-0.00002886i, -0.00020385-0.00003310i, -0.00011172-0.00008489i, -0.00002479-0.00003345i, +0.01551221-0.00000000i, +0.00000289-0.00003424i, -0.00000326+0.00007151i, -0.00003521-0.00004846i, +0.00005167+0.00002546i, +0.00004376+0.00001769i, -0.00002632+0.00004121i, +0.00008382-0.00004411i, +0.00001888-0.00001333i, -0.00010832+0.00000574i, -0.00006244-0.00002848i, -0.00001980-0.00006118i, +0.00000118+0.00009645i, +0.00000829+0.00003489i, -0.00000792+0.00006181i, +0.00005345+0.00008643i, +0.00004320+0.00004290i
+0.00002207+0.00017277i, +0.00010924+0.00014868i, +0.00007491+0.00001140i, -0.00004639+0.00000208i, +0.00003804-0.00009278i, -0.00013364-0.00008642i, +0.00009534+0.00002474i, +0.00010502-0.00010419i, +0.00007383-0.00007199i, -0.00002015+0.00001756i, +0.00000868+0.00004871i, +0.00002544-0.00009614i, +0.00004984-0.00005320i, -0.00007556-0.00020559i, -0.00002792+0.00010470i, +0.00004977+0.00008009i, +0.00006062-0.00009715i, -0.00008498-0.00002411i, +0.00005803+0.00003762i, +0.00001089+0.00007799i, +0.00007828+0.00006409i, -0.00007279+0.00014150i, -0.00002209-0.00016130i, -0.00011594-0.00006417i, -0.00012448+0.00011955i, +0.00000522-0.00001593i, -0.00003485-0.00001308i, +0.00015630+0.00015624i, -0.00001058+0.00000729i, +0.00000636+0.00013647i, -0.00004761+0.00001002i, -0.00008700-0.00004893i, +0.00012583-0.00016908i, +0.00008256+0.00002121i, -0.00001389-0.00002063i, -0.00001215-0.00011138i, -0.00008335+0.00013602i, -0.00005500+0.00012543i, +0.00002911-0.00009266i, -0.00017535-0.00000315i, +0.00002464+0.00001185i, -0.00010807+0.00004005i, +0.00006199+0.00004978i, -0.00000709-0.00002682i, +0.00003723+0.00004500i, -0.00000594-0.00002001i, +0.00004458+0.00010531i, +0.00000289+0.00003424i, +0.01578485+0.00000000i, -0.00002101-0.00016260i, +0.00000650+0.00014053i, +0.00018751+0.00004718i, -0.00007357+0.00002886i, -0.00016096+0.00010515i, +0.00012492-0.00013911i, +0.00011658+0.00000436i, -0.00016208-0.00003253i, -0.00007893+0.00010331i, -0.00028174-0.00005595i, +0.00006855+0.00014500i, +0.00018570-0.00001079i, -0.00002047+0.00010417i, +0.00012576-0.00022288i, +0.00007228+0.00002060i
-0.00007907+0.00009781i, -0.00008909+0.00010492i, +0.00001604+0.00009812i, -0.00002873+0.00000938i, -0.00000288+0.00002313i, -0.00007821-0.00005806i, -0.00001329+0.00009433i, +0.00014713+0.00001368i, -0.00003591-0.00002658i, +0.00010791-0.00015757i, -0.00004266+0.00006254i, +0.00006780-0.00002563i, +0.00002939-0.00005200i, +0.00012828-0.00001605i, -0.00002914-0.00006286i, -0.00000055+0.00003394i, -0.00000815+0.00008360i, +0.00007295-0.00016767i, +0.00001985-0.00001843i, -0.00002031+0.00002755i, -0.00003225+0.00003537i, -0.00004650-0.00007253i, +0.00003516-0.00004055i, +0.00007425-0.00006785i, -0.00006422-0.00000267i, -0.00006274-0.00005084i, +0.00001389-0.00001008i, -0.00005724+0.00006103i, -0.00006302+0.00008642i, -0.00009465+0.00004317i, -0.00002083+0.00001757i, +0.00005002-0.00004245i, +0.00006558+0.00001213i, +0.00005202+0.00000968i, +0.00006759+0.00000917i, +0.00015441-0.00006567i, -0.00004176-0.00000325i, -0.00018665-0.00003431i, +0.00002522-0.00001834i, -0.00012301-0.00004725i, -0.00006210+0.00005504i, -0.00014002+0.00004247i, -0.00001907+0.00000818i, +0.00003044-0.00005414i, -0.00005334+0.00005318i, -0.00008613-0.00002951i, -0.00001272-0.00005372i, -0.00000326-0.00007151i, -0.00002101+0.00016260i, +0.01555956-0.00000000i, +0.00018148-0.00005807i, +0.00000089-0.00001540i, -0.00006437-0.00010430i, -0.00003181-0.00010361i, +0.00008815+0.00017291i, -0.00005965+0.00006023i, -0.00001589-0.00006398i, -0.00008081-0.00002612i, +0.00014168-0.00007293i, +0.00004559+0.00008336i, -0.00018413+0.00009782i, -0.00000322-0.00007644i, +0.00013023+0.00008226i, +0.00000057+0.00013841i
+0.00008808-0.00008815i, +0.00005379-0.00007924i, -0.00001286+0.00004399i, +0.00006221+0.00002348i, -0.00009727+0.00000155i, -0.00004094+0.00008892i, +0.00000082+0.00000751i, -0.00007819+0.00001048i, +0.00005693-0.00004999i, -0.00002571-0.00001811i, +0.00010983-0.00021967i, -0.00001472+0.00004339i, -0.00011230+0.00003238i, -0.00008797+0.00010754i, +0.00002153-0.00007666i, -0.00002352-0.00001819i, -0.00000235-0.00002973i, +0.00006221+0.00007662i, +0.00001416-0.00020170i, -0.00002079-0.00006032i, -0.00001624-0.00011283i, +0.00007742-0.00006448i, -0.00001739+0.00010621i, -0.00003463+0.00004602i, +0.00005217-0.00005885i, +0.00005088-0.00000105i, -0.00007399-0.00004869i, -0.00010338-0.00018742i, -0.00006224-0.00006333i, +0.00005364-0.00002492i, +0.00006623-0.00007413i, -0.00000899+0.00000459i, -0.00007755+0.00006405i, +0.00001466-0.00010862i, +0.00005461-0.00011428i, -0.00007151+0.00008649i, +0.00002352+0.00006954i, +0.00010094-0.00011755i, +0.00002007-0.00001710i, +0.00013094+0.00000392i, -0.00002145-0.00000351i, +0.00010871-0.00002101i, -0.00006259+0.00002900i, +0.00000830+0.00005360i, +0.00003318+0.00004964i, -0.00003217+0.00007264i, +0.00014384-0.00003176i, -0.00003521+0.00004846i, +0.00000650-0.00014053i, +0.00018148+0.00005807i, +0.01550607-0.00000000i, +0.00005372-0.00008272i, +0.00009997-0.00001387i, +0.00005719+0.00008798i, -0.00009255-0.00003825i, +0.00011988-0.00000016i, +0.00002890+0.00004236i, +0.00005062+0.00002516i, +0.00004976+0.00008480i, +0.00000497+0.00008228i, +0.00001440-0.00013541i, +0.00008858+0.00005039i, -0.00016274-0.00000390i, -0.00002809-0.00005664i
-0.00001693-0.00006920i, +0.00003107-0.00012986i, +0.00009562-0.00001368i, +0.00001326+0.00005242i, +0.00001590+0.00002576i, +0.00001315+0.00004638i, -0.00001953-0.00008561i, -0.00002777+0.00002276i, +0.00003443+0.00005260i, +0.00001817-0.00001790i, +0.00000963-0.00000296i, +0.00010755-0.00019316i, +0.00000594-0.00002409i, -0.00002335+0.00007926i, +0.00003927+0.00003500i, +0.00000169-0.00006025i, +0.00002503+0.00000500i, -0.00004815+0.00010353i, -0.00002934+0.00002219i, +0.00016793-0.00013569i, +0.00004772-0.00006090i, +0.00005322+0.00002527i, +0.00000417-0.00000918i, +0.00001017+0.00008053i, +0.00001028-0.00004157i, -0.00002367+0.00007556i, -0.00002461+0.00005473i, -0.00008544-0.00010328i, +0.00003012-0.00006170i, +0.00006088-0.00000752i, +0.00011887-0.00005081i, +0.00007027+0.00005495i, -0.00005414-0.00007474i, +0.00007226-0.00008166i, -0.00007112-0.00000022i, -0.00003483+0.00003818i, +0.00007486-0.00006372i, -0.00004586+0.00007849i, -0.00001543+0.00005041i, +0.00013260+0.00008665i, +0.00006923-0.00009992i, +0.00006512+0.00002084i, -0.00001183-0.00004695i, -0.00004561+0.00004490i, +0.00008364-0.00005761i, -0.00006799-0.00004017i, -0.00003811+0.00002944i, +0.00005167-0.00002546i, +0.00018751-0.00004718i, +0.00000089+0.00001540i, +0.00005372+0.00008272i, +0.01550119-0.00000000i, +0.00005348-0.00005638i, +0.00002039-0.00004587i, +0.00002703+0.00004913i, -0.00001134-0.00002208i, +0.00001765+0.00005908i, +0.00000040+0.00000892i, +0.00005822+0.00004892i, -0.00009114-0.00013961i, +0.00006643-0.00004370i, +0.00004900+0.00000842i, +0.00004089-0.00004056i, -0.00018266+0.00011808i
+0.00005802-0.00017136i, -0.00000701-0.00018570i, -0.00006776+0.00003740i, +0.00010029+0.00000900i, -0.00015089+0.00002744i, +0.00001758+0.00015778i, -0.00007591-0.00011456i, -0.00012007+0.00002645i, +0.00010029-0.00003950i, +0.00001561+0.00001428i, -0.00003858+0.00000522i, -0.00010320+0.00010524i, -0.00027503+0.00012908i, -0.00008067+0.00022282i, +0.00008259+0.00005432i, -0.00009518-0.00008603i, +0.00006027-0.00010592i, +0.00011636+0.00009221i, -0.00004022-0.00012624i, +0.00005074-0.00007899i, -0.00005926-0.00031969i, +0.00025646+0.00006826i, -0.00016638+0.00010394i, -0.00013029+0.00017194i, +0.00015374-0.00018853i, +0.00001075-0.00000151i, -0.00006251+0.00003418i, -0.00012085-0.00028378i, +0.00001603-0.00006755i, +0.00010546-0.00009899i, +0.00002169-0.00003853i, +0.00008094+0.00014930i, -0.00026675+0.00012010i, +0.00011088-0.00007965i, -0.00002460-0.00001943i, -0.00012593+0.00023542i, +0.00030197-0.00012062i, +0.00018227-0.00018718i, -0.00009237-0.00001433i, +0.00023816+0.00008907i, +0.00011995-0.00015750i, +0.00024088+0.00009892i, -0.00004607-0.00002723i, +0.00002632+0.00008746i, -0.00000243-0.00011634i, +0.00014167+0.00005287i, +0.00002064+0.00001453i, +0.00004376-0.00001769i, -0.00007357-0.00002886i, -0.00006437+0.00010430i, +0.00009997+0.00001387i, +0.00005348+0.00005638i, +0.01576568+0.00000000i, +0.00029394+0.00000323i, -0.00022064-0.00009116i, -0.00025457-0.00007779i, +0.00010275+0.00005466i, +0.00015504+0.00001513i, -0.00003022+0.00020698i, +0.00000516-0.00018265i, +0.00006641-0.00027374i, +0.00011454+0.00016211i, -0.00016588-0.00012436i, -0.00013715-0.00004580i
