+0.01683185-0.00000000i, -0.00040778+0.00051927i, -0.00048139-0.00048342i, -0.00008264+0.00010302i, +0.00049048+0.00120926i, -0.00050041-0.00079872i, +0.00025259+0.00050142i, +0.00021764-0.00002641i, -0.00143125-0.00040680i, +0.00006804-0.00030791i, -0.00000517-0.00006870i, -0.00029316+0.00057100i, +0.00019823-0.00043682i, -0.00010981-0.00024570i, -0.00038186+0.00020930i, -0.00048493+0.00000909i, -0.00019656-0.00020744i, +0.00037834+0.00028009i, -0.00043939-0.00042482i, +0.00072389-0.00008100i, -0.00067575+0.00015305i, +0.00080320+0.00011457i, +0.00102791-0.00015613i, +0.00040530-0.00041307i, -0.00002716+0.00037496i, +0.00030318-0.00076412i, +0.00023331-0.00055044i, -0.00020227+0.00057589i, +0.00097626+0.00099964i, +0.00013340+0.00053808i, -0.00044956+0.00078103i, +0.00021261+0.00109686i, -0.00041815+0.00064700i, +0.00045315-0.00007908i, -0.00011068-0.00000402i, -0.00061583+0.00031653i, +0.00026140-0.00005621i, +0.00044342-0.00021727i, +0.00024323+0.00023956i, +0.00041018+0.00007455i, +0.00112042+0.00114461i, -0.00009023-0.00119855i, -0.00060329-0.00009098i, -0.00021464+0.00000443i, +0.00090689-0.00045706i, -0.00009537+0.00019774i, +0.00014803-0.00019643i, +0.00039221-0.00027816i, -0.00001372+0.00053125i, -0.00018906-0.00079883i, -0.00002856-0.00029053i, +0.00031788-0.00031025i, -0.00032777-0.00076563i, +0.00040623+0.00023047i, +0.00053941+0.00024684i, -0.00026661+0.00018163i, -0.00141164-0.00015122i, -0.00049283-0.00034338i, +0.00001338+0.00036784i, -0.00020291-0.00046872i, +0.00043579+0.00001461i, +0.00031264-0.00056851i, +0.00043344+0.00063622i, +0.00028580-0.00015626i
+0.00041018-0.00007455i, +0.00026459+0.00101600i, -0.00045328+0.00041361i, -0.00069191-0.00116580i, +0.00196510+0.00006232i, -0.00044964-0.00049622i, +0.00136318+0.00081448i, +0.00121637-0.00069508i, -0.00143152+0.00013555i, -0.00030641-0.00059507i, -0.00002315+0.00008972i, +0.00078069+0.00164177i, -0.00082861-0.00079597i, -0.00013350+0.00017809i, -0.00058385+0.00027049i, -0.00035620+0.00081107i, -0.00140772+0.00022820i, -0.00009393+0.00009892i, -0.00089459+0.00052179i, +0.00170866-0.00152952i, +0.00005689+0.00083928i, +0.00083365-0.00064818i, +0.00004216-0.00050916i, -0.00050456-0.00023650i, +0.00075821+0.00040216i, +0.00066484-0.00003513i, -0.00060668+0.00000416i, +0.00036745+0.00122218i, +0.00190539+0.00072356i, +0.00118652+0.00019196i, -0.00038896+0.00106302i, +0.00130360+0.00035843i, -0.00022010+0.00108639i, +0.00021362-0.00003174i, +0.00059484+0.00039658i, +0.00006530-0.00018800i, +0.00074021+0.00079355i, +0.00086167-0.00102940i, +0.00021283+0.00044759i, +0.01460405-0.00000000i, +0.00138261-0.00039319i, -0.00110454-0.00086358i, -0.00101135+0.00069756i, +0.00066657+0.00120975i, +0.00072233+0.00047089i, +0.00061415+0.00011235i, -0.00054733+0.00029179i, +0.00006120-0.00032103i, +0.00045264-0.00044664i, -0.00041902-0.00037785i, -0.00032673-0.00021917i, -0.00071401-0.00024042i, -0.00066333-0.00012021i, +0.00053583-0.00042866i, +0.00044274-0.00036686i, +0.00050755+0.00123549i, -0.00158435+0.00051282i, -0.00087209+0.00038058i, +0.00015221+0.00038097i, -0.00015778-0.00066324i, +0.00070954-0.00071280i, -0.00041873-0.00095368i, +0.00086944-0.00040075i, +0.00010348-0.00229381i
+0.00112042-0.00114461i, +0.00016398+0.00155684i, -0.00078767+0.00054274i, -0.00000832-0.00090772i, +0.00287504+0.00117393i, -0.00080924-0.00059773i, +0.00092473+0.00130928i, +0.00047239+0.00096613i, -0.00187689-0.00089756i, +0.00006851-0.00138493i, -0.00023224-0.00010621i, -0.00003559+0.00181403i, -0.00130276-0.00208455i, -0.00022500+0.00044933i, -0.00127256+0.00031048i, -0.00057553+0.00111792i, -0.00244000+0.00045149i, -0.00033644+0.00050323i, -0.00133696+0.00027331i, +0.00163703-0.00152798i, -0.00103833+0.00188266i, +0.00138327-0.00050582i, +0.00032441-0.00102841i, -0.00050726-0.00058351i, +0.00141107+0.00112605i, +0.00070410-0.00028138i, -0.00106888-0.00025128i, -0.00020370+0.00081820i, +0.00220849+0.00152451i, +0.00159562+0.00110556i, -0.00097320+0.00152801i, +0.00195657+0.00062033i, -0.00115357+0.00134613i, +0.00011133-0.00099803i, +0.00046884+0.00028030i, -0.00028260+0.00088180i, +0.00074055+0.00163630i, +0.00073220-0.00089877i, -0.00025431-0.00075277i, +0.00138261+0.00039319i, +0.01751728+0.00000000i, -0.00103056-0.00238584i, -0.00190976+0.00056062i, +0.00020548+0.00091728i, +0.00051299+0.00021934i, +0.00084040+0.00037775i, -0.00094435-0.00008602i, -0.00007943+0.00015875i, +0.00049689-0.00004473i, -0.00077318-0.00087274i, -0.00058522-0.00015862i, -0.00009125-0.00088607i, -0.00080421-0.00031480i, +0.00102675-0.00050205i, +0.00091408-0.00006461i, -0.00044590+0.00141563i, -0.00239133+0.00033576i, -0.00176575-0.00037763i, +0.00046827+0.00066499i, -0.00038294-0.00068568i, +0.00137925-0.00020563i, -0.00057215-0.00151179i, +0.00217321-0.00044995i, +0.00080519-0.00172825i
-0.00009023+0.00119855i, -0.00080744-0.00080931i, +0.00018653-0.00104364i, +0.00040512-0.00009212i, -0.00186658+0.00111346i, +0.00171296+0.00056051i, -0.00132699-0.00025273i, -0.00051359-0.00001787i, +0.00183742-0.00132270i, +0.00120960-0.00000267i, +0.00017656-0.00004108i, -0.00137215-0.00095362i, +0.00139593+0.00064122i, -0.00062339-0.00093489i, +0.00063339-0.00082548i, -0.00010582-0.00112090i, +0.00119227-0.00152106i, -0.00080998-0.00024569i, +0.00058782-0.00104779i, +0.00013135+0.00213806i, -0.00042749-0.00113861i, -0.00107559+0.00214031i, +0.00078483+0.00076846i, +0.00062836+0.00040815i, -0.00135585+0.00009888i, +0.00003690+0.00059186i, +0.00098986-0.00079580i, -0.00023573-0.00095358i, -0.00208331+0.00133633i, -0.00254316+0.00087941i, -0.00050395-0.00148413i, -0.00140816+0.00095317i, -0.00001759-0.00195738i, +0.00007195+0.00051774i, -0.00049814-0.00023615i, -0.00055754-0.00035333i, -0.00167769-0.00007151i, +0.00053917+0.00171687i, +0.00048457+0.00006667i, -0.00110454+0.00086358i, -0.00103056+0.00238584i, +0.01574277-0.00000000i, +0.00057109-0.00202900i, -0.00090292-0.00066947i, -0.00092665+0.00058752i, -0.00065441-0.00018728i, +0.00026149-0.00017344i, -0.00010562+0.00084823i, -0.00062650+0.00050331i, +0.00123622+0.00027161i, +0.00036677-0.00013321i, +0.00065831+0.00003042i, +0.00140880-0.00030414i, -0.00005592+0.00096044i, -0.00065099+0.00129577i, -0.00067567-0.00069833i, +0.00112047-0.00207531i, +0.00090062-0.00135197i, -0.00064432+0.00008809i, +0.00091955+0.00019641i, +0.00000171+0.00106379i, +0.00163695+0.00098108i, -0.00085827+0.00162951i, +0.00036411+0.00133499i
-0.00060329+0.00009098i, -0.00008085-0.00103934i, +0.00109128-0.00021537i, -0.00009319+0.00062075i, -0.00152070-0.00123808i, +0.00033957+0.00073751i, -0.00073739-0.00199491i, +0.00002906-0.00054971i, +0.00128319+0.00065288i, +0.00013791+0.00050387i, +0.00046979-0.00064533i, +0.00018250-0.00175788i, +0.00017513+0.00155972i, +0.00030355+0.00011137i, +0.00139853+0.00087085i, +0.00060030-0.00052572i, +0.00172050+0.00090545i, +0.00022000-0.00039698i, +0.00104326+0.00053157i, -0.00167669+0.00029419i, +0.00112032-0.00087072i, -0.00106926+0.00009940i, +0.00000672+0.00042568i, -0.00023387+0.00054921i, -0.00039068-0.00111687i, -0.00070189-0.00007403i, +0.00191207+0.00034641i, +0.00024646-0.00008660i, -0.00163340-0.00178835i, -0.00095323-0.00136262i, +0.00199388-0.00133461i, -0.00109992-0.00088394i, +0.00143988-0.00057815i, -0.00049900+0.00008390i, -0.00011694-0.00063356i, +0.00048528-0.00020009i, -0.00006157-0.00168933i, -0.00120588+0.00067956i, +0.00010188-0.00071900i, -0.00101135-0.00069756i, -0.00190976-0.00056062i, +0.00057109+0.00202900i, +0.01472355+0.00000000i, +0.00039231-0.00087185i, -0.00094656-0.00115956i, -0.00072586-0.00073388i, +0.00041399+0.00075525i, -0.00073281+0.00049106i, -0.00018126+0.00015928i, +0.00031040+0.00064849i, +0.00033342+0.00005200i, -0.00011372+0.00063710i, +0.00061063+0.00066125i, -0.00065408+0.00039710i, -0.00108964-0.00013259i, +0.00056572-0.00077858i, +0.00184582+0.00018297i, +0.00100901+0.00048953i, -0.00079585-0.00123136i, -0.00008992+0.00081934i, -0.00066429+0.00025146i, -0.00011877+0.00125569i, -0.00209943-0.00036037i, -0.00112303+0.00076320i
-0.00021464-0.00000443i, +0.00045918+0.00015041i, +0.00041679+0.00017969i, +0.00002978-0.00022052i, +0.00055456-0.00093928i, -0.00032128+0.00011500i, +0.00073374-0.00022656i, -0.00027948-0.00070131i, -0.00027786+0.00072514i, -0.00031429-0.00003219i, +0.00011921-0.00005381i, +0.00129522-0.00042435i, -0.00051836+0.00001264i, +0.00018400+0.00004498i, -0.00002155+0.00047304i, +0.00077453+0.00042740i, -0.00005423+0.00080872i, +0.00004726-0.00020566i, -0.00021202+0.00051069i, -0.00045513-0.00044767i, +0.00018578+0.00051749i, -0.00016050-0.00053638i, -0.00066003+0.00004164i, +0.00017652-0.00058655i, +0.00034923-0.00008590i, +0.00038986-0.00022321i, -0.00040438+0.00046387i, +0.00113485+0.00016822i, +0.00022704-0.00080008i, +0.00024551-0.00037105i, +0.00040059+0.00047394i, +0.00080551-0.00093893i, +0.00013306+0.00013691i, -0.00007496-0.00031237i, +0.00027811-0.00009964i, +0.00030969-0.00022066i, +0.00074120-0.00052074i, -0.00015500-0.00009064i, -0.00029653-0.00011613i, +0.00066657-0.00120975i, +0.00020548-0.00091728i, -0.00090292+0.00066947i, +0.00039231+0.00087185i, +0.01373746+0.00000000i, +0.00011719-0.00032179i, +0.00025415-0.00059625i, -0.00014920+0.00046032i, -0.00018408+0.00064360i, +0.00033035-0.00060142i, -0.00018751+0.00000761i, -0.00048794+0.00003042i, -0.00011302+0.00033439i, -0.00079719+0.00015338i, +0.00008197-0.00031904i, -0.00032558-0.00030940i, +0.00020159+0.00033781i, +0.00020172+0.00094214i, +0.00010966+0.00041900i, +0.00003119-0.00002798i, -0.00084256-0.00079839i, -0.00023903-0.00001392i, -0.00054468+0.00010445i, -0.00001801-0.00070253i, -0.00132738-0.00079483i
+0.00090689+0.00045706i, +0.00052562+0.00043994i, -0.00009731+0.00049496i, -0.00029645-0.00018959i, +0.00085835-0.00001466i, -0.00030120-0.00053313i, +0.00069822+0.00032362i, +0.00030711+0.00018263i, -0.00018477+0.00133714i, -0.00034043-0.00023988i, +0.00006660+0.00026211i, +0.00118418+0.00040832i, -0.00108209-0.00079121i, -0.00009580-0.00005195i, -0.00013905+0.00010509i, -0.00005184+0.00011296i, -0.00121424+0.00128414i, +0.00032228+0.00042562i, -0.00019375+0.00047423i, +0.00013959-0.00103289i, +0.00012234+0.00063309i, +0.00039338-0.00030938i, -0.00005143-0.00018605i, +0.00007769-0.00030971i, +0.00106310-0.00029983i, +0.00047186-0.00045178i, -0.00018910+0.00032942i, -0.00006631+0.00036605i, +0.00291537-0.00022890i, +0.00063026-0.00026661i, -0.00001995+0.00091524i, +0.00073248-0.00016861i, +0.00022024+0.00147035i, +0.00043371+0.00006167i, +0.00080796-0.00029019i, -0.00005690+0.00050450i, +0.00036199+0.00023720i, +0.00015055-0.00058938i, -0.00022835+0.00025437i, +0.00072233-0.00047089i, +0.00051299-0.00021934i, -0.00092665-0.00058752i, -0.00094656+0.00115956i, +0.00011719+0.00032179i, +0.01546223-0.00000000i, +0.00056656-0.00079282i, -0.00049505+0.00069498i, +0.00048882-0.00088270i, +0.00042964-0.00013628i, -0.00052439-0.00000458i, +0.00010235-0.00023061i, -0.00051529-0.00045336i, -0.00099925+0.00061464i, +0.00039085-0.00068170i, +0.00062949-0.00028430i, +0.00038097+0.00046284i, -0.00161670+0.00029016i, -0.00049372+0.00040021i, +0.00025149+0.00010697i, -0.00010953-0.00040132i, -0.00017273-0.00131206i, -0.00041676-0.00040426i, +0.00035318-0.00025287i, -0.00021003-0.00096819i
-0.00009537-0.00019774i, +0.00049038+0.00106518i, -0.00000431+0.00035044i, -0.00020929-0.00036535i, +0.00087599-0.00052243i, -0.00036332-0.00009862i, +0.00010418+0.00020854i, -0.00000525+0.00036451i, -0.00077106+0.00058498i, +0.00016814+0.00025081i, +0.00015101-0.00021908i, +0.00064578+0.00040372i, -0.00003480-0.00064819i, +0.00004053-0.00033338i, -0.00046979+0.00022248i, +0.00046447+0.00032594i, -0.00079804+0.00012489i, -0.00011523+0.00041456i, -0.00056213+0.00041416i, +0.00023247-0.00067806i, +0.00009867+0.00053863i, +0.00007044-0.00074008i, +0.00002227-0.00027261i, +0.00006921-0.00014308i, +0.00028056+0.00016750i, +0.00090315-0.00058245i, -0.00054129+0.00013373i, -0.00028083+0.00012992i, +0.00099606-0.00017959i, +0.00183660-0.00018975i, +0.00013569+0.00049246i, +0.00040282-0.00015861i, +0.00050372+0.00063560i, -0.00003433+0.00022009i, +0.00057124+0.00008125i, -0.00033977+0.00049474i, +0.00039947+0.00072045i, -0.00026389-0.00047482i, -0.00016069-0.00016791i, +0.00061415-0.00011235i, +0.00084040-0.00037775i, -0.00065441+0.00018728i, -0.00072586+0.00073388i, +0.00025415+0.00059625i, +0.00056656+0.00079282i, +0.01368141-0.00000000i, -0.00045218+0.00033018i, +0.00043221-0.00033705i, +0.00002328-0.00020846i, -0.00012707+0.00009510i, +0.00010004+0.00007618i, -0.00003626-0.00020022i, -0.00023575+0.00007639i, +0.00014058-0.00005108i, +0.00033804-0.00030981i, +0.00023134+0.00043508i, -0.00053142+0.00052454i, -0.00127075+0.00038934i, +0.00047871+0.00002572i, +0.00007522-0.00010398i, +0.00035841-0.00027290i, -0.00073663-0.00131483i, +0.00043703-0.00042867i, -0.00007094-0.00093913i
+0.00014803+0.00019643i, -0.00018366-0.00026220i, -0.00004821-0.00055916i, +0.00009306+0.00032182i, -0.00085648-0.00015749i, +0.00002108+0.00002564i, -0.00069554-0.00022092i, -0.00013861-0.00043324i, +0.00024232-0.00011606i, -0.00003982+0.00018126i, -0.00069043-0.00069738i, -0.00017389-0.00068392i, +0.00020881+0.00053780i, -0.00001352-0.00031321i, +0.00023698-0.00031245i, +0.00026410-0.00048362i, +0.00051505+0.00002370i, -0.00003426+0.00003539i, +0.00108223-0.00086559i, -0.00054545+0.00046052i, +0.00008331-0.00027203i, -0.00044932+0.00019235i, +0.00034940+0.00005066i, -0.00013511+0.00031988i, -0.00057611-0.00021386i, -0.00042600+0.00013927i, +0.00008978+0.00031256i, +0.00035575-0.00021619i, -0.00099162-0.00028152i, -0.00052088-0.00031962i, +0.00093514-0.00004018i, -0.00070210+0.00001743i, +0.00028452-0.00089182i, -0.00012446+0.00011179i, -0.00060110-0.00078882i, +0.00010389-0.00011950i, -0.00043479-0.00053011i, -0.00005863+0.00007326i, -0.00032213+0.00019263i, -0.00054733-0.00029179i, -0.00094435+0.00008602i, +0.00026149+0.00017344i, +0.00041399-0.00075525i, -0.00014920-0.00046032i, -0.00049505-0.00069498i, -0.00045218-0.00033018i, +0.01285487+0.00000000i, +0.00030760-0.00040189i, -0.00004177-0.00016815i, +0.00022020-0.00002935i, +0.00026249+0.00001626i, +0.00017449+0.00029578i, +0.00044212+0.00012516i, -0.00019278+0.00013754i, -0.00035218+0.00018580i, +0.00013187-0.00054519i, +0.00062738-0.00012828i, +0.00079479-0.00005123i, +0.00011241+0.00011476i, -0.00005317-0.00000489i, -0.00016657+0.00013236i, +0.00036697+0.00025835i, -0.00057939-0.00040797i, -0.00026529+0.00088244i
+0.00039221+0.00027816i, -0.00025038+0.00027771i, +0.00003777-0.00007354i, -0.00028753-0.00080698i, -0.00000351+0.00027855i, +0.00008796-0.00031762i, -0.00035610+0.00028129i, -0.00060243+0.00016305i, -0.00043724-0.00035652i, +0.00042016-0.00040752i, -0.00029705+0.00018657i, -0.00096525-0.00017769i, +0.00006379-0.00068374i, +0.00001883-0.00007656i, +0.00026459+0.00006993i, -0.00061434-0.00000737i, -0.00017899-0.00063396i, +0.00005245+0.00020888i, -0.00030688-0.00013366i, +0.00120692-0.00075999i, -0.00040363+0.00017734i, +0.00019211+0.00023593i, +0.00025122-0.00027973i, +0.00037136-0.00027494i, -0.00006131+0.00057591i, +0.00037534-0.00007146i, +0.00010254-0.00033841i, -0.00029857+0.00052848i, -0.00008779+0.00070154i, +0.00034953+0.00039417i, -0.00043821+0.00024950i, +0.00087301+0.00099445i, -0.00031368+0.00005121i, +0.00009259+0.00033096i, -0.00004616+0.00009793i, -0.00050778-0.00027935i, -0.00039063+0.00037053i, +0.00077472+0.00015595i, -0.00002872+0.00003489i, +0.00006120+0.00032103i, -0.00007943-0.00015875i, -0.00010562-0.00084823i, -0.00073281-0.00049106i, -0.00018408-0.00064360i, +0.00048882+0.00088270i, +0.00043221+0.00033705i, +0.00030760+0.00040189i, +0.01402681-0.00000000i, +0.00052488-0.00008122i, +0.00008192-0.00052265i, +0.00019349-0.00001601i, +0.00039272-0.00003639i, -0.00044698-0.00060461i, +0.00029483+0.00008824i, +0.00069235-0.00002890i, -0.00035206+0.00047169i, -0.00039959-0.00062013i, -0.00045197-0.00051996i, +0.00008322+0.00024302i, +0.00008282-0.00011544i, +0.00026609+0.00021490i, +0.00051330-0.00033025i, +0.00029445+0.00002989i, +0.00054909-0.00081441i
-0.00001372-0.00053125i, +0.00023161+0.00018245i, -0.00027607+0.00014832i, +0.00045604+0.00013054i, +0.00057702+0.00013967i, -0.00024578+0.00000092i, +0.00011190+0.00019172i, -0.00008499+0.00022704i, -0.00048141-0.00004387i, +0.00002691-0.00018528i, -0.00009718+0.00003718i, +0.00009888+0.00061069i, -0.00045913-0.00114964i, -0.00005288+0.00001571i, -0.00004254+0.00012022i, -0.00013447+0.00000559i, -0.00059030-0.00000414i, -0.00022641+0.00059459i, -0.00039059+0.00029274i, +0.00088210-0.00053842i, -0.00085060+0.00005155i, +0.00015703-0.00011142i, -0.00017383-0.00016452i, -0.00011925+0.00010574i, +0.00022004+0.00053048i, +0.00031015+0.00012746i, -0.00045726-0.00001727i, -0.00013274+0.00065428i, +0.00118767+0.00046362i, +0.00047721+0.00027584i, -0.00038339+0.00026802i, +0.00029655-0.00013695i, +0.00041244+0.00044187i, +0.00019649+0.00027980i, +0.00011075+0.00023353i, +0.00023749-0.00003893i, +0.00020372-0.00037501i, +0.00044472+0.00007657i, -0.00012679-0.00001832i, +0.00045264+0.00044664i, +0.00049689+0.00004473i, -0.00062650-0.00050331i, -0.00018126-0.00015928i, +0.00033035+0.00060142i, +0.00042964+0.00013628i, +0.00002328+0.00020846i, -0.00004177+0.00016815i, +0.00052488+0.00008122i, +0.01498866-0.00000000i, -0.00037934-0.00087963i, +0.00018506-0.00042727i, -0.00020618+0.00060662i, -0.00059391+0.00018124i, -0.00038636-0.00032527i, +0.00099003-0.00019260i, -0.00003843+0.00005455i, +0.00000691-0.00001520i, -0.00030142+0.00002874i, -0.00024173+0.00012472i, -0.00010079-0.00056175i, -0.00025274-0.00037012i, -0.00044004+0.00007582i, +0.00047951-0.00063013i, +0.00007318-0.00068774i
-0.00018906+0.00079883i, -0.00056899-0.00071149i, +0.00015174-0.00115451i, -0.00021825+0.00012339i, -0.00115039+0.00057103i, +0.00021732-0.00064749i, -0.00051926-0.00025415i, -0.00048336+0.00006666i, +0.00086022-0.00088837i, +0.00075772+0.00031116i, -0.00007627-0.00006070i, -0.00097202-0.00041771i, +0.00093401-0.00005717i, -0.00006650-0.00062335i, -0.00004666-0.00044845i, -0.00037452-0.00042883i, +0.00007389-0.00129930i, -0.00118915-0.00015432i, +0.00035440-0.00080097i, +0.00035999+0.00129180i, -0.00051228-0.00054725i, -0.00061727+0.00046013i, -0.00005673+0.00034911i, +0.00053771-0.00001519i, -0.00089269+0.00014248i, -0.00035315+0.00112933i, +0.00022654-0.00020582i, -0.00067146-0.00015946i, -0.00118677+0.00051813i, -0.00032691+0.00128185i, -0.00061700-0.00059319i, -0.00073881+0.00052842i, -0.00061663-0.00107951i, +0.00039472+0.00000621i, -0.00055355+0.00008710i, +0.00006423+0.00004857i, -0.00026248+0.00015783i, +0.00037133+0.00041846i, +0.00033030-0.00020068i, -0.00041902+0.00037785i, -0.00077318+0.00087274i, +0.00123622-0.00027161i, +0.00031040-0.00064849i, -0.00018751-0.00000761i, -0.00052439+0.00000458i, -0.00012707-0.00009510i, +0.00022020+0.00002935i, +0.00008192+0.00052265i, -0.00037934+0.00087963i, +0.01400353-0.00000000i, +0.00021347-0.00024644i, -0.00022987+0.00027158i, +0.00056418-0.00100186i, -0.00025596+0.00117872i, +0.00002375+0.00051620i, -0.00045080-0.00054962i, +0.00025184-0.00113248i, +0.00073049-0.00059380i, -0.00041321+0.00005100i, +0.00036920-0.00019529i, -0.00005805+0.00060945i, +0.00071240-0.00032504i, -0.00008212+0.00074472i, +0.00026980+0.00080935i
-0.00002856+0.00029053i, -0.00017840-0.00006346i, +0.00007108-0.00076360i, +0.00007577+0.00014886i, -0.00058341+0.00017669i, +0.00009406+0.00018707i, -0.00055673+0.00047289i, -0.00008639+0.00000708i, +0.00049009-0.00013013i, +0.00033156+0.00011993i, -0.00014368-0.00022376i, -0.00016124-0.00021666i, +0.00015071+0.00018674i, -0.00020505-0.00002691i, -0.00000184+0.00053063i, +0.00013818-0.00012932i, +0.00028258-0.00010484i, +0.00002124+0.00010009i, -0.00020533-0.00030414i, +0.00016714+0.00059170i, -0.00016348-0.00029973i, -0.00013220+0.00022056i, +0.00119936+0.00034632i, +0.00011249+0.00031312i, -0.00017552+0.00003980i, -0.00014772+0.00002156i, +0.00020126+0.00040831i, -0.00016976-0.00010424i, -0.00022838+0.00010691i, -0.00039128-0.00031228i, -0.00043828-0.00055496i, -0.00048819-0.00014259i, +0.00017676-0.00049621i, +0.00016833+0.00044517i, -0.00002584-0.00039048i, -0.00022434-0.00010123i, -0.00012291+0.00003771i, -0.00039464+0.00032735i, -0.00025306+0.00017913i, -0.00032673+0.00021917i, -0.00058522+0.00015862i, +0.00036677+0.00013321i, +0.00033342-0.00005200i, -0.00048794-0.00003042i, +0.00010235+0.00023061i, +0.00010004-0.00007618i, +0.00026249-0.00001626i, +0.00019349+0.00001601i, +0.00018506+0.00042727i, +0.00021347+0.00024644i, +0.01290412+0.00000000i, +0.00027380-0.00029179i, +0.00079274-0.00045607i, -0.00011093+0.00033950i, +0.00012419-0.00035471i, -0.00001588-0.00036093i, +0.00003846-0.00067170i, +0.00021511+0.00021484i, +0.00025231-0.00012106i, +0.00010790+0.00006233i, -0.00014921-0.00025903i, -0.00001830+0.00008700i, -0.00036548+0.00033994i, -0.00019724+0.00023005i
+0.00031788+0.00031025i, -0.00047502-0.00007568i, -0.00023082-0.00024575i, +0.00015119-0.00084776i, -0.00041730+0.00034681i, +0.00047006+0.00013418i, -0.00071519+0.00014508i, -0.00026024+0.00085304i, -0.00010152-0.00067423i, +0.00033290+0.00018548i, +0.00039613-0.00018893i, -0.00003270+0.00038276i, +0.00008839-0.00043120i, +0.00006656-0.00033042i, +0.00007742-0.00038707i, -0.00045803+0.00048156i, +0.00029025-0.00088847i, -0.00020389-0.00010434i, -0.00045034-0.00043402i, -0.00009361+0.00015138i, -0.00014270-0.00016538i, +0.00013698+0.00017777i, +0.00026788+0.00009865i, +0.00114242+0.00005136i, -0.00011304+0.00043428i, +0.00006806+0.00010570i, +0.00020612-0.00009128i, -0.00036825+0.00071646i, -0.00054963+0.00049707i, -0.00020657+0.00031826i, -0.00033792-0.00042163i, -0.00081681+0.00024934i, -0.00011461-0.00016692i, +0.00009041+0.00008313i, -0.00020533+0.00033684i, -0.00025174-0.00061667i, -0.00046477+0.00016739i, +0.00024367+0.00027531i, +0.00020310+0.00009570i, -0.00071401+0.00024042i, -0.00009125+0.00088607i, +0.00065831-0.00003042i, -0.00011372-0.00063710i, -0.00011302-0.00033439i, -0.00051529+0.00045336i, -0.00003626+0.00020022i, +0.00017449-0.00029578i, +0.00039272+0.00003639i, -0.00020618-0.00060662i, -0.00022987-0.00027158i, +0.00027380+0.00029179i, +0.01411828+0.00000000i, +0.00011707-0.00009682i, -0.00003070+0.00073367i, -0.00006316+0.00019237i, -0.00011382-0.00105729i, +0.00024903-0.00030814i, +0.00044235-0.00055047i, +0.00010168-0.00013161i, +0.00028544-0.00021794i, -0.00010654+0.00059425i, +0.00053050-0.00008142i, -0.00012901+0.00053908i, +0.00042121+0.00048760i
-0.00032777+0.00076563i, -0.00066006-0.00071160i, +0.00013079-0.00050067i, +0.00023156-0.00002134i, -0.00124800-0.00028636i, +0.00042756+0.00020197i, -0.00100073-0.00051653i, -0.00057343-0.00064908i, +0.00110087-0.00074608i, +0.00024821+0.00053547i, -0.00016600-0.00070339i, -0.00079951-0.00163991i, +0.00083826+0.00116024i, +0.00010643+0.00029210i, +0.00039297-0.00043172i, +0.00056440-0.00067448i, +0.00218767-0.00048821i, -0.00033869-0.00031848i, +0.00066485-0.00033553i, -0.00033561+0.00124769i, +0.00004865-0.00132707i, -0.00073605+0.00109923i, +0.00029280+0.00062533i, +0.00043386+0.00090634i, -0.00076995-0.00006384i, -0.00078208+0.00059842i, +0.00080980+0.00002915i, +0.00031451-0.00063346i, -0.00190729-0.00057964i, -0.00145376-0.00006923i, -0.00009650-0.00092095i, -0.00129548-0.00025941i, +0.00042095-0.00119308i, -0.00027418+0.00037699i, -0.00006434-0.00038751i, +0.00033814-0.00028840i, -0.00012020-0.00041561i, -0.00040437+0.00092556i, +0.00073395+0.00040513i, -0.00066333+0.00012021i, -0.00080421+0.00031480i, +0.00140880+0.00030414i, +0.00061063-0.00066125i, -0.00079719-0.00015338i, -0.00099925-0.00061464i, -0.00023575-0.00007639i, +0.00044212-0.00012516i, -0.00044698+0.00060461i, -0.00059391-0.00018124i, +0.00056418+0.00100186i, +0.00079274+0.00045607i, +0.00011707+0.00009682i, +0.01682942-0.00000000i, -0.00052910+0.00022612i, -0.00045584+0.00059777i, +0.00011119-0.00122537i, +0.00134034-0.00135893i, +0.00075581-0.00005398i, -0.00009455-0.00029990i, +0.00011018+0.00037055i, -0.00044513+0.00012445i, +0.00065338+0.00016153i, -0.00041368+0.00040673i, -0.00041647+0.00103816i
